,data,type
2710,i will spend my vacation on me no obligations no headaches no feeling like i am being emotional blackmailed into being three places at once,sadness
2711,i feel so idiotic all the sudden,sadness
2712,i told him that maybe i just need time to think how ive been feeling indecisive about things lately,fear
2713,i cant write a review for a book i adore unless i am feeling in the adoring mood at that moment,love
2714,i never know how to talk to people after shows i always feel a bit dazed so i hope they didnt think i was rude,surprise
2715,i go to church i ll probably sit in the back feel awkward and not talk to anyone,sadness
2716,i am afraid that i will feel very regretful at that time,sadness
2717,i want to know and feel loved long after first sight,love
2718,im feeling lousy i may dismiss a gorgeous day if im feeling bright and cheerful then the most dreary of days becomes tolerable,sadness
2719,i feel like theyre perfect if youre too lazy to fix your hair,joy
2720,i feel so sorry for californians,sadness
2721,i feel stupid img width height src http voicesfromkrypton,sadness
2722,i see lyman i just feel more and more amazed about us,surprise
2723,i feel so sorry for you your family and friends,sadness
2724,i feel getting or gifting a life time subscription is vital,joy
2725,i feel so relieved about what i had been through i can sense a big transparence burden was lifted and thrown into a deep cliff,joy
2726,i feel very out of place as well,joy
2727,i feel nervous about trying something new during a lesson or if my horse shies at something,fear
2728,i feel more so lately than ever that life is so precious,joy
2729,im more scared of like dramas or thrillers that are actually capable of happening and so leave me feeling disturbed i,sadness
2730,i feel hateful to have given up my friendship with that woman and a couple of others for the same reasons to admit defeat and let my husband make me feel so insecure that i feel the need to avoid her cut her out of my life so that my securities is not challenged,anger
2731,i feel like i m in a band that broke up without telling me and now i am fighting to keep everyone together even though they want no part in it,sadness
2732,i am not sure why in that moment that i thought i would be able to feel it hellip but it was pretty funny,surprise
2733,i need to be for myself and the things i feel it is important for my children to know,joy
2734,im feeling paranoid im well aware of the governments tactics and if they put it on the books they want to use it,fear
2735,im feeling a little lethargic lately but school is still school,sadness
2736,i have been feeling really burdened by our debt which keeps growing but my husband seems to think it will magically disappear,sadness
2737,i didnt expected to be that much addicted to the nicotine before ive experienced all withdrawal symptoms feeling irritable and so stressed going mad with cravings inability to concentrate dry mouth trouble sleeping i wake up every night at a,anger
2738,im not sure your going to feel so gracious in return,joy
2739,i am the only one feeling unhappy,sadness
2740,i feel there are some who still wants us together and i im being rebellious,anger
2741,i feel like youre just not there some body that im trying to be affectionate with it feels like im molesting some stranger i dont even know,love
2742,i feel bad for a lot of these people because i know from watching documentaries that people who do these drugs are trying to fill a void something that hurt them in the past that they are trying to fill with this drug that makes them feel temporary happiness,sadness
